ID,Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Energy Resource Consumption,Train Products,Train Duration,Car CO2,Car Energy Resource Consumption,Car Products,Car Duration,Flight CO2,Flight Energy Resource Consumption,Flight Products,Flight Duration
Antwerp to Liverpool,Antwerp,Liverpool,"[51.21694, 4.420832]","[53.404447, -2.976391]",27.2,21.2,"IC  2028, ES  9113, Transfer, ---",07:39,73.0,32.4,Car,06:22,117.6,49.6,"Car, Aircraft, Car",04:04
Antwerp to Manchester,Antwerp,Manchester,"[51.21694, 4.420832]","[53.358611, -2.267502]",26.2,20.6,"IC  2028, ES  9113, Transfer, ---, ---",07:27,67.1,29.8,Car,05:51,110.5,46.4,"Car, Aircraft",03:02
Antwerp to Marseille,Antwerp,Marseille,"[51.21694, 4.420832]","[43.302774, 5.380278]",9.6,33.6,"IC   705, IC 19704, OGV 7867, TGV 5332",07:49,115.5,51.3,Car,10:05,146.8,61.8,"Car, Aircraft, Car",04:16
Antwerp to Nice,Antwerp,Nice,"[51.21694, 4.420832]","[43.704448, 7.261945]",10.8,38.2,"EUR 9916, OGV 7897, TGV 6165",08:30,112.7,50.1,Car,09:50,144.5,60.8,"Car, Aircraft, Car",03:56
Antwerp to Nottingham,Antwerp,Nottingham,"[51.21694, 4.420832]","[52.945278, -1.144165]",21.1,17.8,"IC  2028, ES  9113, Transfer, ---",06:25,59.9,26.6,Car,05:55,116.6,49.1,"Car, Aircraft, Car",03:35
Antwerp to Palermo,Antwerp,Palermo,"[51.21694, 4.420832]","[38.109166, 13.36722]",106.3,64.3,"IC  9263, IC  1175, IC  3773, 20099, RB 10643, NJ   403, EC   315, FR  9639, Shi  V16, Walk, RE  5351",36:03,202.3,89.8,Car,15:57,280.4,117.9,"Car, Aircraft, Car",07:53
Antwerp to Kosice,Antwerp,Kosice,"[51.21694, 4.420832]","[48.721669, 21.267498]",46.4,34.3,"IC  9271, IC  1185, IC  3585, 20065, ICE  525, ICE   23, RE  2522, IC   525",24:37,154.3,68.5,Car,12:10,245.6,103.3,"Car, Aircraft, Car",07:07
Antwerp to Rotterdam,Antwerp,Rotterdam,"[51.21694, 4.420832]","[51.925002, 4.469446]",3.7,2.5,"2555, IC  2327",01:48,12.0,5.3,Car,01:44,N/A,N/A,N/A,N/A
Antwerp to Seville,Antwerp,Seville,"[51.21694, 4.420832]","[37.391944, -5.975274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antwerp to Sheffield,Antwerp,Sheffield,"[51.21694, 4.420832]","[53.375834, -1.461943]",23.9,19.4,"IC  2028, ES  9113, Transfer, ---",06:36,65.6,29.1,Car,06:29,118.8,50.1,"Car, Aircraft, Car",04:14
Antwerp to Valencia,Antwerp,Valencia,"[51.21694, 4.420832]","[39.465, -0.377502]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antwerp to Venice,Antwerp,Venice,"[51.21694, 4.420832]","[45.437775, 12.317775]",44.9,27.2,"IC  3126, ICE   11, ICE  915, ECB   87, FR  9753",15:24,112.6,50.0,Car,09:50,145.6,61.3,"Car, Aircraft, Car",03:52
Antwerp to Verona,Antwerp,Verona,"[51.21694, 4.420832]","[45.428336, 10.98222]",39.5,24.0,"IC  3126, ICE   11, ICE  915, ECB   87",13:52,105.3,46.8,Car,09:12,233.5,98.2,"Car, Aircraft, Car",06:35
Antwerp to Vilnius,Antwerp,Vilnius,"[51.21694, 4.420832]","[54.669723, 25.284723]",133.7,57.1,"EUR 9316, EUR 9411, ICE  859, EC    55, IC 81170, IC   144",32:01,180.6,80.2,Car,14:14,141.0,59.3,"Car, Aircraft, Car",04:33
Antwerp to Wrocław,Antwerp,Wrocław,"[51.21694, 4.420832]","[51.098057, 17.036392]",59.2,26.6,"IC  9211, IC  1123, IC  3721, 20073, RE 10123, ICE  847, RE  3120, RE 68825, Os  5311, Os 69526",13:50,114.9,51.0,Car,10:02,150.9,63.5,"Car, Aircraft, Car",04:00
Antwerp to Zaragoza,Antwerp,Zaragoza,"[51.21694, 4.420832]","[41.643886, -0.89111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antwerp to Gothenburg,Antwerp,Gothenburg,"[51.21694, 4.420832]","[57.708886, 11.973335]",46.7,31.0,"IC  9211, IC  3624, RE 31225, RE 20365, ICE  614, EC   392, RE  1130",17:36,113.8,50.5,Car,09:56,158.2,66.6,"Car, Aircraft, Car",04:11
Antwerp to Bilbao,Antwerp,Bilbao,"[51.21694, 4.420832]","[43.26056, -2.928056]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antwerp to Bologna,Antwerp,Bologna,"[51.21694, 4.420832]","[44.506393, 11.341942]",44.9,27.1,"IC  3126, ICE   11, ICE  915, ECB   87",15:10,118.5,52.6,Car,10:21,150.8,63.5,"Car, Aircraft, Car",03:52
Antwerp to Bordeaux,Antwerp,Bordeaux,"[51.21694, 4.420832]","[44.825834, -0.556387]",8.8,28.1,"IC  3327, EUR 9308, Transfer, TGV 8537",05:37,104.7,46.5,Car,09:08,148.1,62.3,"Car, Aircraft, Car",03:48
Antwerp to Bristol,Antwerp,Bristol,"[51.21694, 4.420832]","[51.446668, -2.580003]",20.6,17.6,"IC  2028, ES  9113, Transfer, ---, ---",06:36,68.5,30.4,Car,06:46,126.6,53.3,"Car, Aircraft, Car",03:34
Antwerp to Cardiff,Antwerp,Cardiff,"[51.21694, 4.420832]","[51.472782, -3.176392]",22.4,18.5,"IC  2028, ES  9113, Transfer, ---",07:13,69.1,30.7,Car,06:02,130.0,54.8,"Car, Aircraft, Car",04:04
Antwerp to Cologne,Antwerp,Cologne,"[51.21694, 4.420832]","[50.941393, 6.967224]",5.4,5.5,"IC  3126, ICE   11",03:10,25.3,11.2,Car,02:30,115.8,49.2,"Car, Aircraft, Car",04:47
Antwerp to Dortmund,Antwerp,Dortmund,"[51.21694, 4.420832]","[51.517782, 7.459168]",10.3,5.7,"IC  9211, IC  1123, IC  3721, 20073, ICE  757",04:25,30.0,13.3,Car,02:58,140.4,59.7,"Car, Aircraft, Car",05:43
Antwerp to Duesseldorf,Antwerp,Duesseldorf,"[51.21694, 4.420832]","[51.219996, 6.794443]",10.1,5.6,"IC  9211, IC  1123, IC  3721, 20073",03:25,23.2,10.3,Car,02:18,110.8,47.0,"Car, Aircraft, Car",04:03
Antwerp to Basel,Antwerp,Basel,"[51.21694, 4.420832]","[47.547498, 7.58944]",25.0,17.1,"IC  2045, IC   522, 5005, RE 26809, ICE  513, ICE  275",12:22,65.8,29.2,Car,06:30,109.5,46.1,"Car, Aircraft, Car",03:20
Antwerp to Lausanne,Antwerp,Lausanne,"[51.21694, 4.420832]","[46.516669, 6.629167]",25.2,15.9,"IC  9271, IC  1185, IC  3585, 20065, ICE  101, IC   967, 2518",15:32,71.5,31.7,Car,06:15,125.7,53.1,"Car, Aircraft, Car",04:27
Antwerp to Malaga,Antwerp,Malaga,"[51.21694, 4.420832]","[36.711946, -4.431943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antwerp to Maribor,Antwerp,Maribor,"[51.21694, 4.420832]","[46.561948, 15.657501]",30.8,20.8,"IC  3126, ICE   11, ICE 1621, ICE   91, 601, 4131, RE  4455",15:45,126.8,56.3,Car,11:04,254.4,107.1,"Car, Aircraft, Car",07:34
Antwerp to Pisa,Antwerp,Pisa,"[51.21694, 4.420832]","[43.708052, 10.398056]",49.7,35.0,"IC  2045, IC   522, 5005, RE 26809, ICE  513, ICE  275, EC    57, FR  9555, RV  4051",21:03,123.9,55.0,Car,10:49,249.9,105.0,"Car, Aircraft, Car",06:50
Antwerp to Edinburgh,Antwerp,Edinburgh,"[51.21694, 4.420832]","[55.949724, -3.186667]",46.1,31.5,"IC  2028, ES  9113, Transfer, ---",08:57,95.0,42.2,Car,08:18,223.1,93.7,"Car, Aircraft, Car",06:18
Antwerp to Cluj-Napoca,Antwerp,Cluj-Napoca,"[51.21694, 4.420832]","[46.784997, 23.587218]",65.2,46.4,"IC  4531, ICE   15, ICE   29, RJX  261, IC   367, RE  4105",31:54,184.8,82.1,Car,14:34,229.3,96.5,"Car, Aircraft, Car",07:16
Antwerp to Split,Antwerp,Split,"[51.21694, 4.420832]","[43.504725, 16.443059]",56.2,33.3,"IC  9271, IC  1185, IC  3585, 20065, ICE  525, EC   113, 213, 1821",33:17,155.6,69.1,Car,12:16,248.1,104.7,"Car, Aircraft, Car",07:55
Antwerp to Eindhoven,Antwerp,Eindhoven,"[51.21694, 4.420832]","[51.442218, 5.480004]",4.1,2.8,"IC  9211, IC  1123",01:32,11.8,5.2,Car,01:43,N/A,N/A,N/A,N/A
Bilbao to Vienna,Bilbao,Vienna,"[43.26056, -2.928056]","[48.206947, 16.34167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Torino,Bilbao,Torino,"[43.26056, -2.928056]","[45.060282, 7.677498]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Porto,Bilbao,Porto,"[43.26056, -2.928056]","[41.149722, -8.585552]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Brussels,Bilbao,Brussels,"[43.26056, -2.928056]","[50.896393, 4.481941]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Sofia,Bilbao,Sofia,"[43.26056, -2.928056]","[42.71194, 23.320832]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Brno,Bilbao,Brno,"[43.26056, -2.928056]","[49.189171, 16.609719]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Zagreb,Bilbao,Zagreb,"[43.26056, -2.928056]","[45.804445, 15.978892]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Praha,Bilbao,Praha,"[43.26056, -2.928056]","[50.084712, 14.434923]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Copenhagen,Bilbao,Copenhagen,"[43.26056, -2.928056]","[55.673054, 12.565553]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Toulouse,Bilbao,Toulouse,"[43.26056, -2.928056]","[43.611113, 1.45361]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Munich,Bilbao,Munich,"[43.26056, -2.928056]","[48.136948, 11.575275]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Helsinki,Bilbao,Helsinki,"[43.26056, -2.928056]","[60.172218, 24.941111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Osijek,Bilbao,Osijek,"[43.26056, -2.928056]","[45.552774, 18.683333]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Paris,Bilbao,Paris,"[43.26056, -2.928056]","[48.858395, 2.294254]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Nantes,Bilbao,Nantes,"[43.26056, -2.928056]","[47.217504, -1.541947]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Lyon,Bilbao,Lyon,"[43.26056, -2.928056]","[45.702291, 4.863775]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Berlin,Bilbao,Berlin,"[43.26056, -2.928056]","[52.520555, 13.386943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Stockholm,Bilbao,Stockholm,"[43.26056, -2.928056]","[59.33001, 18.05763]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Budapest,Bilbao,Budapest,"[43.26056, -2.928056]","[47.499999, 18.949998]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Bucuresti,Bilbao,Bucuresti,"[43.26056, -2.928056]","[44.43528, 26.102778]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Rome,Bilbao,Rome,"[43.26056, -2.928056]","[41.900555, 12.501388]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Madrid City,Bilbao,Madrid City,"[43.26056, -2.928056]","[40.406386, -3.690836]",13.9,11.3,ALV 4366,04:28,44.5,19.8,Car,04:24,118.4,49.9,"Train, Aircraft, Train",02:25
Bilbao to Istanbul,Bilbao,Istanbul,"[43.26056, -2.928056]","[41.014722, 28.976665]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Graz,Bilbao,Graz,"[43.26056, -2.928056]","[47.07222, 15.416392]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Kyiv,Bilbao,Kyiv,"[43.26056, -2.928056]","[50.434357, 30.513973]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Hamburg,Bilbao,Hamburg,"[43.26056, -2.928056]","[53.557218, 9.997497]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Barcelona,Bilbao,Barcelona,"[43.26056, -2.928056]","[41.38444, 2.185278]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Milan,Bilbao,Milan,"[43.26056, -2.928056]","[45.486388, 9.204163]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Ljubljana,Bilbao,Ljubljana,"[43.26056, -2.928056]","[46.058057, 14.51028]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Zurich,Bilbao,Zurich,"[43.26056, -2.928056]","[47.37806, 8.540274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Bern,Bilbao,Bern,"[43.26056, -2.928056]","[46.948888, 7.439167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Lisbon,Bilbao,Lisbon,"[43.26056, -2.928056]","[38.767779, -9.098054]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Amsterdam,Bilbao,Amsterdam,"[43.26056, -2.928056]","[52.378607, 4.900559]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Warszawa,Bilbao,Warszawa,"[43.26056, -2.928056]","[52.228855, 21.003215]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Riga,Bilbao,Riga,"[43.26056, -2.928056]","[56.946943, 24.120279]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Napoli,Bilbao,Napoli,"[43.26056, -2.928056]","[40.839163, 14.25139]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Oslo,Bilbao,Oslo,"[43.26056, -2.928056]","[59.910282, 10.755279]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Bratislava,Bilbao,Bratislava,"[43.26056, -2.928056]","[48.158333, 17.105834]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Luxembourg,Bilbao,Luxembourg,"[43.26056, -2.928056]","[49.599996, 6.134167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Kishinev,Bilbao,Kishinev,"[43.26056, -2.928056]","[47.017476, 28.858169]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Frankfurt,Bilbao,Frankfurt,"[43.26056, -2.928056]","[50.107221, 8.663893]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Geneva,Bilbao,Geneva,"[43.26056, -2.928056]","[46.210281, 6.1425]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Krakow,Bilbao,Krakow,"[43.26056, -2.928056]","[50.068334, 19.947504]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Marseille,Bilbao,Marseille,"[43.26056, -2.928056]","[43.302774, 5.380278]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Nice,Bilbao,Nice,"[43.26056, -2.928056]","[43.704448, 7.261945]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Palermo,Bilbao,Palermo,"[43.26056, -2.928056]","[38.109166, 13.36722]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Kosice,Bilbao,Kosice,"[43.26056, -2.928056]","[48.721669, 21.267498]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Rotterdam,Bilbao,Rotterdam,"[43.26056, -2.928056]","[51.925002, 4.469446]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Seville,Bilbao,Seville,"[43.26056, -2.928056]","[37.391944, -5.975274]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Valencia,Bilbao,Valencia,"[43.26056, -2.928056]","[39.465, -0.377502]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Venice,Bilbao,Venice,"[43.26056, -2.928056]","[45.437775, 12.317775]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Verona,Bilbao,Verona,"[43.26056, -2.928056]","[45.428336, 10.98222]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Vilnius,Bilbao,Vilnius,"[43.26056, -2.928056]","[54.669723, 25.284723]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Wrocław,Bilbao,Wrocław,"[43.26056, -2.928056]","[51.098057, 17.036392]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Zaragoza,Bilbao,Zaragoza,"[43.26056, -2.928056]","[41.643886, -0.89111]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Gothenburg,Bilbao,Gothenburg,"[43.26056, -2.928056]","[57.708886, 11.973335]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Antwerp,Bilbao,Antwerp,"[43.26056, -2.928056]","[51.21694, 4.420832]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Bologna,Bilbao,Bologna,"[43.26056, -2.928056]","[44.506393, 11.341942]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Bordeaux,Bilbao,Bordeaux,"[43.26056, -2.928056]","[44.825834, -0.556387]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Cologne,Bilbao,Cologne,"[43.26056, -2.928056]","[50.941393, 6.967224]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Dortmund,Bilbao,Dortmund,"[43.26056, -2.928056]","[51.517782, 7.459168]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Duesseldorf,Bilbao,Duesseldorf,"[43.26056, -2.928056]","[51.219996, 6.794443]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Basel,Bilbao,Basel,"[43.26056, -2.928056]","[47.547498, 7.58944]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Lausanne,Bilbao,Lausanne,"[43.26056, -2.928056]","[46.516669, 6.629167]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Malaga,Bilbao,Malaga,"[43.26056, -2.928056]","[36.711946, -4.431943]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Maribor,Bilbao,Maribor,"[43.26056, -2.928056]","[46.561948, 15.657501]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Pisa,Bilbao,Pisa,"[43.26056, -2.928056]","[43.708052, 10.398056]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Cluj-Napoca,Bilbao,Cluj-Napoca,"[43.26056, -2.928056]","[46.784997, 23.587218]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Split,Bilbao,Split,"[43.26056, -2.928056]","[43.504725, 16.443059]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilbao to Eindhoven,Bilbao,Eindhoven,"[43.26056, -2.928056]","[51.442218, 5.480004]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bologna to Vienna,Bologna,Vienna,"[44.506393, 11.341942]","[48.206947, 16.34167]",23.0,16.0,"NJ 40294, RJ    72",09:34,73.4,32.6,Car,06:24,123.3,51.8,"Car, Aircraft, Car",03:23
Bologna to Torino,Bologna,Torino,"[44.506393, 11.341942]","[45.060282, 7.677498]",15.8,9.4,FR  9300,02:17,41.8,18.6,Car,04:07,111.6,47.0,"Train, Aircraft, Train",02:16
Bologna to Porto,Bologna,Porto,"[44.506393, 11.341942]","[41.149722, -8.585552]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bologna to Brussels,Bologna,Brussels,"[44.506393, 11.341942]","[50.896393, 4.481941]",19.3,35.2,"FR  9504, EC   316, TGV 9222, Transfer, EUR 9375, IC  3719",13:00,114.5,50.9,Car,10:00,145.4,61.1,"Car, Aircraft",03:13
Bologna to Sofia,Bologna,Sofia,"[44.506393, 11.341942]","[42.71194, 23.320832]",90.4,60.3,"NJ 40294, EC   143, 79, 1091, RE  7623",40:34,128.7,57.1,Car,11:14,177.3,75.4,"Train, Aircraft, Train",04:20
Bologna to Brno,Bologna,Brno,"[44.506393, 11.341942]","[49.189171, 16.609719]",29.0,19.8,"FR  9400, RJ   132, RJ   372",12:35,85.9,38.1,Car,07:30,137.2,58.0,"Car, Aircraft, Car",04:38
Bologna to Zagreb,Bologna,Zagreb,"[44.506393, 11.341942]","[45.804445, 15.978892]",22.9,14.5,"INI  774, RV  3431, RE  1825, EC   211",12:45,55.0,24.5,Car,05:26,96.9,40.8,"Train, Aircraft, Train",02:25
Bologna to Praha,Bologna,Praha,"[44.506393, 11.341942]","[50.084712, 14.434923]",35.1,22.5,"RE 16032, RV  3462, 5213, 967, EC   334",13:31,86.6,38.5,Car,07:33,123.2,51.8,"Car, Aircraft, Car",03:28
Bologna to Copenhagen,Bologna,Copenhagen,"[44.506393, 11.341942]","[55.673054, 12.565553]",68.4,35.9,"ECB   88, Walk, ICE  584, EN   346, IC  1488",20:15,155.7,69.2,Car,12:16,117.4,49.3,"Car, Aircraft, Car",03:42
Bologna to Toulouse,Bologna,Toulouse,"[44.506393, 11.341942]","[43.611113, 1.45361]",27.1,32.5,"FR  9300, RE 10459, IC   659, TER86042, TGV 6850, IC  4766",13:27,104.1,46.3,Car,09:05,245.8,103.4,"Train, Aircraft, Train",05:48
Bologna to Munich,Bologna,Munich,"[44.506393, 11.341942]","[48.136948, 11.575275]",21.1,12.8,ECB   88,06:31,56.9,25.3,Car,05:37,107.8,45.4,"Car, Aircraft, Car",03:23
Bologna to Helsinki,Bologna,Helsinki,"[44.506393, 11.341942]","[60.172218, 24.941111]",257.7,143.0,"ECB   88, Walk, ICE  584, EN   346, Transfer, ShiVikLi, 77948, IC   948",49:38,245.5,109.1,Car,19:21,244.5,103.0,"Train, Aircraft, Train",07:41
Bologna to Osijek,Bologna,Osijek,"[44.506393, 11.341942]","[45.552774, 18.683333]",32.3,20.8,"INI  774, RV  3431, RE  1825, EC   211, RE  2614",18:39,76.9,34.2,Car,06:43,103.6,45.2,"Train, Aircraft, Train",04:44
Bologna to Paris,Bologna,Paris,"[44.506393, 11.341942]","[48.858395, 2.294254]",15.8,27.1,"FR  9504, EC   316, TGV 9222",10:07,109.7,48.8,Car,09:35,142.0,59.7,"Car, Aircraft, Car",03:33
Bologna to Nantes,Bologna,Nantes,"[44.506393, 11.341942]","[47.217504, -1.541947]",18.3,38.0,"FR  9504, EC   316, TGV 9222, Transfer, TGV 8931",13:28,130.2,57.9,Car,10:16,233.3,98.2,"Train, Aircraft, Train",05:56
Bologna to Lyon,Bologna,Lyon,"[44.506393, 11.341942]","[45.702291, 4.863775]",17.7,18.2,"INI  752, EC    32, TER96564",09:16,69.0,30.7,Car,06:02,119.8,50.8,"Train, Aircraft, Train",02:50
Bologna to Berlin,Bologna,Berlin,"[44.506393, 11.341942]","[52.520555, 13.386943]",41.8,22.8,"FR  8502, ECB   86, ICE  702",12:59,118.0,52.5,Car,10:19,216.4,91.0,"Car, Aircraft, Car",06:15
Bologna to Stockholm,Bologna,Stockholm,"[44.506393, 11.341942]","[59.33001, 18.05763]",71.6,52.8,"ECB   88, Walk, ICE  584, EN   346",26:12,213.8,95.0,Car,16:51,225.8,95.8,"Train, Aircraft, Train",07:31
Bologna to Budapest,Bologna,Budapest,"[44.506393, 11.341942]","[47.499999, 18.949998]",31.7,24.0,"NJ 40294, RJX  269",12:41,88.9,39.5,Car,07:46,127.4,55.0,"Train, Aircraft, Train",04:26
Bologna to Bucuresti,Bologna,Bucuresti,"[44.506393, 11.341942]","[44.43528, 26.102778]",81.9,56.3,"FR  9400, RJ   132, NT   347",30:05,146.0,64.9,Car,11:31,110.4,46.4,"Train, Aircraft, Train",03:24
Bologna to Rome,Bologna,Rome,"[44.506393, 11.341942]","[41.900555, 12.501388]",15.9,9.4,FR  9601,02:03,43.2,19.2,Car,04:16,120.0,50.5,"Car, Aircraft, Car",02:49
Bologna to Madrid City,Bologna,Madrid City,"[44.506393, 11.341942]","[40.406386, -3.690836]",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
